ID;City;Weekdays_WE;Price;room_type;room_shared;room_private;person_capacity;host_is_superhost;multi_room;Buisness_noBuisness;cleanliness_rating;guest_satisfaction_overall;bedrooms;Center_dist;metro_dist;lng;lat
1588;Paris;Weekdays;370,72;Entire home/apt;False;False;2;True;0;1;10;98;1;2,95;0,14;2,337;48,881
1589;Paris;Weekdays;260,51;Entire home/apt;False;False;2;False;0;0;10;98;1;2,09;0,33;2,35211;48,87534
1590;Paris;Weekdays;183,15;Private room;False;True;2;False;1;0;9;92;1;2,86;0,16;2,34997;48,88227
1591;Paris;Weekdays;1182,31;Entire home/apt;False;False;5;False;0;0;10;95;3;2,23;0,25;2,35169;48,8766
1592;Paris;Weekdays;260,74;Entire home/apt;False;False;4;False;1;0;9;89;1;2,9;0,12;2,36336;48,88168
1593;Paris;Weekdays;205,98;Private room;False;True;3;False;1;0;10;97;1;2,61;0,12;2,3632;48,87899
1594;Paris;Weekdays;254,68;Entire home/apt;False;False;3;False;0;0;9;93;1;2,47;0,27;2,34209;48,87765
1595;Paris;Weekdays;394,03;Entire home/apt;False;False;2;True;0;1;10;99;1;2,95;0,14;2,337;48,881
1596;Paris;Weekdays;230,92;Entire home/apt;False;False;3;False;0;0;8;100;1;3,27;0,21;2,34696;48,88572
1597;Paris;Weekdays;206,45;Private room;False;True;2;True;0;0;10;99;1;1,82;0,21;2,36401;48,87113
1598;Paris;Weekdays;157,75;Private room;False;True;2;False;0;0;9;89;1;3,17;0,2;2,3521;48,88509
1599;Paris;Weekdays;204,35;Private room;False;True;2;False;1;0;10;95;1;2,16;0,25;2,36139;48,87514
1600;Paris;Weekdays;403,11;Entire home/apt;False;False;3;False;0;0;10;100;1;2,05;0,33;2,3636;48,87356
1601;Paris;Weekdays;370,72;Entire home/apt;False;False;2;False;0;0;9;87;1;3,52;0,14;2,32337;48,88166
1602;Paris;Weekdays;289,87;Entire home/apt;False;False;2;False;1;0;10;98;1;2,7;0,31;2,35035;48,88079
1603;Paris;Weekdays;359,07;Entire home/apt;False;False;4;False;1;0;10;100;2;2,25;0,22;2,37542;48,87022
1604;Paris;Weekdays;212,74;Entire home/apt;False;False;2;True;0;0;10;94;0;4,11;0,28;2,32685;48,88936
1605;Paris;Weekdays;288,47;Entire home/apt;False;False;4;False;0;0;9;90;1;3,19;0,22;2,34578;48,88492
1606;Paris;Weekdays;672,24;Entire home/apt;False;False;3;False;0;1;9;84;1;1,8;0,32;2,35155;48,87278
1607;Paris;Weekdays;382,37;Entire home/apt;False;False;3;False;0;0;9;93;1;3,4;0,17;2,32775;48,88235
1608;Paris;Weekdays;271,23;Entire home/apt;False;False;2;True;0;0;9;94;1;2,1;0,43;2,3659;48,8733
1609;Paris;Weekdays;404,28;Entire home/apt;False;False;2;False;0;0;9;96;1;2,24;0,25;2,37363;48,87127
1610;Paris;Weekdays;222,53;Private room;False;True;2;True;1;0;10;96;1;2,85;0,22;2,33175;48,87809
1611;Paris;Weekdays;683,89;Entire home/apt;False;False;6;False;0;0;9;95;3;1,67;0,23;2,35166;48,87159
1612;Paris;Weekdays;285,91;Entire home/apt;False;False;2;False;0;0;10;100;1;3,04;0,18;2,36483;48,8827
1613;Paris;Weekdays;231,62;Entire home/apt;False;False;2;False;1;0;10;95;1;2,78;0,24;2,35179;48,88158
1614;Paris;Weekdays;184,08;Private room;False;True;2;False;0;0;8;85;0;2,76;0,25;2,346;48,881
1615;Paris;Weekdays;328,55;Private room;False;True;2;True;0;0;10;100;1;2,77;0,26;2,34955;48,88138
1616;Paris;Weekdays;203,19;Private room;False;True;2;True;1;0;10;96;1;2,89;0,17;2,33839;48,88082
1617;Paris;Weekdays;260,74;Entire home/apt;False;False;3;False;1;0;8;89;2;3,66;0,26;2,32961;48,88579
1618;Paris;Weekdays;538,73;Entire home/apt;False;False;4;False;0;0;9;94;1;2,2;0,24;2,3722;48,87158
1619;Paris;Weekdays;169,63;Entire home/apt;False;False;2;False;0;0;9;93;0;2,2;0,25;2,37365;48,87071
1620;Paris;Weekdays;301,29;Entire home/apt;False;False;2;False;0;0;10;96;1;2,81;0,25;2,33382;48,87857
1621;Paris;Weekdays;289,87;Entire home/apt;False;False;2;False;0;0;9;83;1;2,06;0,15;2,358;48,87474
1622;Paris;Weekdays;243,03;Private room;False;True;2;False;1;0;9;100;1;2,55;0,33;2,3666;48,87763
1623;Paris;Weekdays;218,8;Entire home/apt;False;False;4;False;0;0;10;96;0;4,01;0,25;2,31604;48,88328
1624;Paris;Weekdays;295,23;Entire home/apt;False;False;2;True;0;0;10;96;1;2,67;0,18;2,3398;48,87898
1625;Paris;Weekdays;347,66;Entire home/apt;False;False;2;False;0;0;10;98;1;1,92;0,17;2,34424;48,8729
1626;Paris;Weekdays;1240,1;Entire home/apt;False;False;4;False;1;0;9;95;3;1,54;0,08;2,36462;48,86801
1627;Paris;Weekdays;253,52;Entire home/apt;False;False;3;False;0;0;9;93;1;3,66;0,26;2,31844;48,88043
1628;Paris;Weekdays;380,04;Entire home/apt;False;False;2;False;1;0;8;92;1;2,2;0,12;2,34661;48,8759
1629;Paris;Weekdays;498,42;Entire home/apt;False;False;4;False;0;0;9;90;2;2,46;0,13;2,3756;48,87275
1630;Paris;Weekdays;498,18;Entire home/apt;False;False;4;False;1;0;8;72;1;2,25;0,04;2,34849;48,87658
1631;Paris;Weekdays;202,26;Entire home/apt;False;False;2;False;0;0;9;94;1;2,99;0,18;2,36688;48,88181
1632;Paris;Weekdays;419,42;Entire home/apt;False;False;4;False;0;0;9;91;2;3,01;0,2;2,36706;48,88196
1633;Paris;Weekdays;112,31;Shared room;True;False;6;False;0;1;9;83;1;1,5;0,05;2,35441;48,87003
1634;Paris;Weekdays;188,04;Entire home/apt;False;False;2;False;0;0;10;71;0;2,46;0,05;2,33779;48,87638
1635;Paris;Weekdays;485,6;Entire home/apt;False;False;6;False;0;1;8;80;2;1,98;0,28;2,347;48,874
1636;Paris;Weekdays;243,03;Private room;False;True;2;False;1;0;10;100;1;2,4;0,13;2,34732;48,87787
1637;Paris;Weekdays;550,38;Entire home/apt;False;False;6;False;1;0;9;93;3;2,64;0,36;2,34889;48,88014
1638;Paris;Weekdays;368,63;Entire home/apt;False;False;2;True;0;0;10;98;1;3,1;0,11;2,345;48,884
1639;Paris;Weekdays;498,42;Entire home/apt;False;False;4;False;1;0;9;92;1;3,08;0,2;2,34;48,883
1640;Paris;Weekdays;243,27;Private room;False;True;2;False;1;0;9;96;1;3,07;0,17;2,36211;48,88351
1641;Paris;Weekdays;289,87;Entire home/apt;False;False;3;False;0;0;9;98;2;1,92;0,12;2,35545;48,87379
1642;Paris;Weekdays;184,08;Private room;False;True;2;True;1;0;10;97;1;2,11;0,16;2,37136;48,87107
1643;Paris;Weekdays;822,77;Entire home/apt;False;False;6;False;1;0;9;87;2;2,02;0,25;2,32991;48,86667
1644;Paris;Weekdays;336,24;Private room;False;True;2;False;1;0;10;96;1;3,2;0,2;2,32908;48,88078
1645;Paris;Weekdays;347,66;Private room;False;True;4;False;1;0;10;100;2;2,47;0,23;2,34614;48,87839
1646;Paris;Weekdays;149,59;Private room;False;True;2;False;0;0;10;95;1;2,33;0,18;2,37453;48,87184
1647;Paris;Weekdays;846,3;Entire home/apt;False;False;6;True;0;0;9;95;2;2,13;0,24;2,38176;48,85586
1648;Paris;Weekdays;194,33;Private room;False;True;2;False;0;0;9;90;1;1,73;0,11;2,37465;48,86232
1649;Paris;Weekdays;226,95;Entire home/apt;False;False;2;True;0;0;9;93;0;2,68;0,22;2,38809;48,85062
1650;Paris;Weekdays;304,55;Entire home/apt;False;False;4;False;0;0;9;95;1;1,72;0,31;2,37;48,867
1651;Paris;Weekdays;311,54;Private room;False;True;2;False;1;0;10;100;1;2,48;0,22;2,36108;48,83498
1652;Paris;Weekdays;266,57;Entire home/apt;False;False;4;False;0;0;9;92;0;4,51;0,4;2,38443;48,89137
1653;Paris;Weekdays;195,5;Private room;False;True;2;True;0;0;10;96;1;2,33;0,18;2,38114;48,86588
1654;Paris;Weekdays;140,51;Private room;False;True;2;False;1;0;9;92;1;1,61;0,06;2,37335;48,86154
1655;Paris;Weekdays;266,57;Entire home/apt;False;False;3;False;0;0;9;94;2;1,91;0,06;2,37023;48,86927
1656;Paris;Weekdays;364,9;Entire home/apt;False;False;2;False;0;0;10;97;0;1,77;0,27;2,37685;48,85658
1657;Paris;Weekdays;440,4;Private room;False;True;4;False;1;0;10;89;2;1,49;0,06;2,37049;48,86309
1658;Paris;Weekdays;223,46;Entire home/apt;False;False;2;False;1;0;9;94;0;3,61;0,27;2,40083;48,84963
1659;Paris;Weekdays;230,22;Private room;False;True;2;False;0;0;9;94;1;1,68;0,32;2,37004;48,8665
1660;Paris;Weekdays;387,97;Private room;False;True;2;False;0;0;10;90;1;4,55;0,08;2,40536;48,83498
1661;Paris;Weekdays;188,04;Private room;False;True;2;False;0;0;10;100;1;5,04;0,5;2,37875;48,89852
1662;Paris;Weekdays;915,51;Entire home/apt;False;False;4;False;1;0;10;95;2;1,3;0,12;2,37;48,854
1663;Paris;Weekdays;336,01;Entire home/apt;False;False;2;True;0;0;9;94;1;1,95;0,31;2,37679;48,84903
1664;Paris;Weekdays;519,15;Entire home/apt;False;False;3;False;0;0;9;93;2;1,81;0,21;2,37667;48,86047
1665;Paris;Weekdays;190,6;Private room;False;True;2;True;0;0;10;96;1;4,55;0,17;2,381;48,893
1666;Paris;Weekdays;219,96;Private room;False;True;2;False;0;0;10;95;1;3,02;0,28;2,39244;48,84951
1667;Paris;Weekdays;324,35;Entire home/apt;False;False;2;False;0;0;9;95;1;1,26;0,05;2,36993;48,85568
1668;Paris;Weekdays;244,9;Entire home/apt;False;False;5;False;0;0;8;85;1;4,7;0,02;2,38153;48,89433
1669;Paris;Weekdays;307,11;Entire home/apt;False;False;2;False;0;0;10;100;1;1,93;0,14;2,37161;48,86872
1670;Paris;Weekdays;370,72;Entire home/apt;False;False;2;True;0;0;10;98;1;1,86;0,24;2,3757;48,84953
1671;Paris;Weekdays;480,94;Entire home/apt;False;False;2;False;0;0;9;100;0;1,78;0,26;2,37661;48,85382
1672;Paris;Weekdays;258,64;Private room;False;True;2;False;1;0;10;90;0;2,38;0,19;2,38294;48,86446
1673;Paris;Weekdays;171,03;Entire home/apt;False;False;2;False;1;0;9;88;0;1,75;0,26;2,37648;48,85825
1674;Paris;Weekdays;243,27;Entire home/apt;False;False;4;False;0;0;10;99;1;4,48;0,31;2,41188;48,84668
1675;Paris;Weekdays;695,31;Private room;False;True;2;False;0;0;10;100;1;4,33;0,31;2,40511;48,83851
1676;Paris;Weekdays;556,2;Entire home/apt;False;False;6;False;0;0;10;94;2;1,63;0,13;2,37156;48,86443
1677;Paris;Weekdays;494,69;Entire home/apt;False;False;2;True;0;0;10;98;1;2,4;0,27;2,38491;48,85246
1678;Paris;Weekdays;178,49;Private room;False;True;2;False;0;0;10;95;1;5,21;1,05;2,42117;48,844
1679;Paris;Weekdays;382,37;Entire home/apt;False;False;3;False;0;0;10;93;1;4,5;0,24;2,38154;48,89227
1680;Paris;Weekdays;175,46;Private room;False;True;2;True;0;0;10;99;1;4,42;0,41;2,38318;48,89086
1681;Paris;Weekdays;341,83;Entire home/apt;False;False;2;True;0;0;10;98;1;4,04;0,14;2,40221;48,84058
1682;Paris;Weekdays;272,39;Entire home/apt;False;False;4;True;0;0;10;99;1;4,74;0,57;2,41555;48,84666
1683;Paris;Weekdays;266,57;Entire home/apt;False;False;2;False;0;0;10;96;1;2,52;0,15;2,3855;48,86335
1684;Paris;Weekdays;207,85;Entire home/apt;False;False;3;False;0;0;9;93;1;2,54;0,18;2,37914;48,87131
1685;Paris;Weekdays;206,45;Private room;False;True;2;False;0;0;9;94;1;1,3;0,06;2,37045;48,85651
1686;Paris;Weekdays;178,26;Private room;False;True;2;False;0;0;10;100;1;2;0,21;2,37474;48,86718
1687;Paris;Weekdays;254,22;Entire home/apt;False;False;3;False;0;0;8;92;1;3,32;0,23;2,39125;48,84096
1688;Paris;Weekdays;155,89;Private room;False;True;2;False;0;0;10;97;1;3,13;0,28;2,3924;48,8461
1689;Paris;Weekdays;254,22;Entire home/apt;False;False;2;False;0;0;10;96;1;3,22;0,21;2,39653;48,85441
1690;Paris;Weekdays;267,5;Private room;False;True;2;False;1;0;10;97;1;2,74;0,13;2,35696;48,8321
1691;Paris;Weekdays;171,03;Entire home/apt;False;False;2;True;1;0;10;98;0;5,23;0,37;2,38208;48,89945
1692;Paris;Weekdays;370,72;Entire home/apt;False;False;4;False;0;0;9;95;2;2,25;0,22;2,35605;48,83644
1693;Paris;Weekdays;242,1;Entire home/apt;False;False;2;False;0;0;10;96;1;4,68;0,38;2,38596;48,89254
1694;Paris;Weekdays;533,13;Entire home/apt;False;False;6;False;1;0;9;92;2;2,07;0,3;2,37427;48,86857
1695;Paris;Weekdays;1042,97;Entire home/apt;False;False;4;False;0;0;10;88;2;5,25;0,18;2,38494;48,89876
1696;Paris;Weekdays;283,81;Entire home/apt;False;False;4;False;1;0;8;88;1;1,79;0,29;2,37677;48,85929
1697;Paris;Weekdays;134,45;Private room;False;True;2;False;1;0;10;96;1;4,69;0,14;2,40801;48,83539
1698;Paris;Weekdays;370,72;Entire home/apt;False;False;2;True;0;0;10;99;1;2,28;0,15;2,38152;48,86424
1699;Paris;Weekdays;317,6;Private room;False;True;2;False;1;0;10;96;1;2,78;0,2;2,35814;48,8318
1700;Paris;Weekdays;359,07;Private room;False;True;2;True;1;0;10;98;1;4,43;0,15;2,40517;48,83675
1701;Paris;Weekdays;359,07;Private room;False;True;2;True;1;0;10;98;1;4,55;0,11;2,40674;48,83642
1702;Paris;Weekdays;349,75;Private room;False;True;2;False;1;0;10;90;1;3,44;0,22;2,374;48,829
1703;Paris;Weekdays;236,74;Private room;False;True;2;False;1;0;10;95;1;1,44;0,21;2,3707;48,8617
1704;Paris;Weekdays;417,09;Entire home/apt;False;False;2;False;0;1;9;86;0;2,02;0,28;2,379;48,851
1705;Paris;Weekdays;422,92;Entire home/apt;False;False;4;False;0;0;10;100;2;2,56;0,21;2,38755;48,85539
1706;Paris;Weekdays;221,13;Private room;False;True;2;True;0;0;10;96;1;3,82;0,16;2,40235;48,84603
1707;Paris;Weekdays;391,7;Entire home/apt;False;False;2;False;0;1;9;88;0;2,02;0,28;2,379;48,851
1708;Paris;Weekdays;294,76;Private room;False;True;3;False;1;0;7;72;1;5,94;0,81;2,43028;48,84107
1709;Paris;Weekdays;127,92;Private room;False;True;2;True;0;0;9;94;1;4,64;0,16;2,37953;48,89437
1710;Paris;Weekdays;207,15;Entire home/apt;False;False;4;False;0;0;7;85;1;3,06;0,22;2,39425;48,85391
1711;Paris;Weekdays;475,11;Entire home/apt;False;False;5;True;0;0;10;96;2;1,71;0,13;2,37414;48,86259
1712;Paris;Weekdays;318,53;Entire home/apt;False;False;3;False;0;0;10;100;1;1,94;0,07;2,37912;48,8581
1713;Paris;Weekdays;262,61;Entire home/apt;False;False;3;False;0;0;10;96;1;2,01;0,17;2,37258;48,86902
1714;Paris;Weekdays;278,22;Entire home/apt;False;False;2;False;1;0;9;87;1;1,45;0,07;2,36996;48,86297
1715;Paris;Weekdays;236,74;Private room;False;True;2;False;1;0;10;97;1;1,44;0,19;2,3708;48,86158
1716;Paris;Weekdays;171,03;Entire home/apt;False;False;2;False;0;0;9;94;1;2,79;0,17;2,36785;48,83351
1717;Paris;Weekdays;248,86;Entire home/apt;False;False;4;False;0;0;9;90;1;3,26;0,24;2,397;48,854
1718;Paris;Weekdays;243,27;Entire home/apt;False;False;4;False;0;0;9;95;0;4,1;0,37;2,40533;48,84417
1719;Paris;Weekdays;212,74;Entire home/apt;False;False;3;False;0;0;10;93;0;3,13;0,18;2,39179;48,84526
1720;Paris;Weekdays;312,94;Private room;False;True;2;True;0;0;10;100;1;1,94;0,12;2,37912;48,8569
1721;Paris;Weekdays;341,6;Entire home/apt;False;False;2;False;0;0;10;99;1;2,11;0,24;2,38038;48,85117
1722;Paris;Weekdays;391,46;Private room;False;True;4;False;0;1;9;88;1;1,93;0,06;2,37075;48,86924
1723;Paris;Weekdays;405,68;Entire home/apt;False;False;4;False;0;0;9;87;1;3,36;0,1;2,38923;48,8383
1724;Paris;Weekdays;797,37;Entire home/apt;False;False;6;False;1;0;10;92;2;1,48;0,24;2,37232;48,85348
1725;Paris;Weekdays;193,63;Private room;False;True;2;True;0;0;10;98;1;2,63;0,19;2,38852;48,8573
1726;Paris;Weekdays;148,43;Private room;False;True;2;False;0;0;10;96;1;3,16;0,3;2,39303;48,84653
1727;Paris;Weekdays;179,65;Private room;False;True;2;False;0;0;10;94;1;1,46;0,2;2,37269;48,8564
1728;Paris;Weekdays;113,24;Entire home/apt;False;False;2;False;0;0;9;86;1;4,46;0,4;2,3838;48,8911
1729;Paris;Weekdays;359,07;Entire home/apt;False;False;2;True;0;0;10;100;1;2,29;0,07;2,38268;48,85078
1730;Paris;Weekdays;272,16;Entire home/apt;False;False;4;True;0;0;10;96;1;2,52;0,2;2,38693;48,85398
1731;Paris;Weekdays;291,5;Private room;False;True;2;True;1;0;10;91;1;2,09;0,29;2,381;48,854
1732;Paris;Weekdays;225,56;Entire home/apt;False;False;2;True;0;0;10;94;1;3,09;0,27;2,38674;48,84013
1733;Paris;Weekdays;446,22;Entire home/apt;False;False;2;True;0;0;9;90;1;2,48;0,22;2,38174;48,86797
1734;Paris;Weekdays;542,46;Entire home/apt;False;False;4;False;1;0;10;92;1;1,45;0,21;2,37198;48,85344
1735;Paris;Weekdays;236,04;Private room;False;True;2;False;0;0;10;96;1;1,6;0,18;2,37256;48,86259
1736;Paris;Weekdays;217,4;Entire home/apt;False;False;2;False;0;0;10;100;0;2,74;0,11;2,38756;48,8476
1737;Paris;Weekdays;355,58;Entire home/apt;False;False;5;False;0;0;9;94;1;2,31;0,23;2,38381;48,85305
1738;Paris;Weekdays;253,52;Entire home/apt;False;False;2;False;0;0;10;100;1;1,61;0,24;2,37426;48,85372
1739;Paris;Weekdays;147,26;Entire home/apt;False;False;2;False;0;0;8;82;0;3,14;0,23;2,38694;48,83959
1740;Paris;Weekdays;297,33;Entire home/apt;False;False;2;False;0;0;7;67;0;2,03;0,34;2,38027;48,85429
1741;Paris;Weekdays;318,76;Entire home/apt;False;False;4;False;0;0;10;96;1;4,4;0,22;2,37528;48,89329
1742;Paris;Weekdays;403,35;Entire home/apt;False;False;4;False;0;1;8;86;1;2,02;0,28;2,379;48,851
1743;Paris;Weekdays;170,33;Entire home/apt;False;False;2;False;0;0;10;99;1;2,7;0,33;2,38446;48,84428
1744;Paris;Weekdays;301,29;Entire home/apt;False;False;2;False;0;0;9;94;1;2,49;0,15;2,37914;48,87072
1745;Paris;Weekdays;229,52;Entire home/apt;False;False;4;False;0;0;9;91;1;2,36;0,2;2,38102;48,86678
1746;Paris;Weekdays;322,49;Private room;False;True;2;False;1;0;10;80;0;2,38;0,14;2,38257;48,86501
1747;Paris;Weekdays;218,57;Private room;False;True;2;False;1;0;10;70;0;2,44;0,06;2,38274;48,86605
1748;Paris;Weekdays;182,68;Entire home/apt;False;False;2;False;1;0;9;100;1;1,72;0,3;2,37587;48,85895
1749;Paris;Weekdays;134,45;Private room;False;True;2;False;0;0;10;80;1;4,28;0,02;2,37707;48,89152
1750;Paris;Weekdays;243,27;Entire home/apt;False;False;2;False;0;0;8;93;1;2,42;0,12;2,38212;48,86654
1751;Paris;Weekdays;231,62;Entire home/apt;False;False;4;False;0;0;10;100;2;4,5;0,45;2,41304;48,84927
1752;Paris;Weekdays;567,85;Entire home/apt;False;False;2;True;1;0;10;99;1;2,29;0,34;2,38359;48,85978
1753;Paris;Weekdays;453,44;Entire home/apt;False;False;4;False;0;1;9;83;1;1,35;0,15;2,37077;48,85394
1754;Paris;Weekdays;266,33;Entire home/apt;False;False;2;True;0;0;10;98;1;2,44;0,19;2,38382;48,86443
1755;Paris;Weekdays;283,81;Entire home/apt;False;False;4;False;1;0;9;85;1;1,57;0,23;2,3739;48,85841
1756;Paris;Weekdays;226,49;Entire home/apt;False;False;2;False;0;0;9;89;1;1,39;0,14;2,36941;48,86244
1757;Paris;Weekdays;307,11;Entire home/apt;False;False;2;False;0;1;10;94;1;3,05;0,07;2,39023;48,84478
1758;Paris;Weekdays;938,81;Entire home/apt;False;False;6;False;0;0;10;100;3;2,69;0,16;2,38908;48,85312
1759;Paris;Weekdays;218,8;Private room;False;True;2;True;0;0;10;99;1;3,5;0,23;2,3982;48,84709
1760;Paris;Weekdays;200,39;Private room;False;True;2;False;0;0;10;97;1;3,98;0,26;2,40468;48,84615
1761;Paris;Weekdays;124,66;Private room;False;True;2;False;0;0;9;97;1;2,6;0,08;2,38658;48,86347
1762;Paris;Weekdays;323,19;Entire home/apt;False;False;5;True;0;0;10;98;1;3,32;0,03;2,39747;48,85174
1763;Paris;Weekdays;260,51;Entire home/apt;False;False;3;False;1;0;9;91;1;2,8;0,12;2,38803;48,84694
1764;Paris;Weekdays;647,78;Entire home/apt;False;False;6;False;0;1;7;57;2;2,18;0,21;2,355;48,837
1765;Paris;Weekdays;192,94;Entire home/apt;False;False;2;False;1;0;9;90;1;2,02;0,28;2,37434;48,86782
1766;Paris;Weekdays;250,26;Entire home/apt;False;False;4;False;0;0;10;94;0;2,37;0,32;2,38504;48,85791
1767;Paris;Weekdays;291,5;Private room;False;True;2;False;1;0;10;97;1;2,75;0,18;2,35783;48,83209
1768;Paris;Weekdays;203,89;Entire home/apt;False;False;3;False;0;0;9;100;1;2,27;0,3;2,38346;48,85914
1769;Paris;Weekdays;277,29;Entire home/apt;False;False;2;False;0;0;8;81;1;2,07;0,2;2,38091;48,8561
1770;Paris;Weekdays;243,27;Entire home/apt;False;False;4;False;1;0;9;90;1;4,94;0,22;2,38297;48,89626
1771;Paris;Weekdays;318,53;Entire home/apt;False;False;2;False;0;0;8;79;0;1,79;0,37;2,3735;48,84808
1772;Paris;Weekdays;394,03;Entire home/apt;False;False;3;True;0;0;10;95;1;2,34;0,38;2,38119;48,84711
1773;Paris;Weekdays;735,86;Entire home/apt;False;False;2;True;0;0;9;99;1;2,08;0,25;2,37611;48,86723
1774;Paris;Weekdays;247,46;Private room;False;True;2;True;1;0;10;96;1;2,09;0,29;2,381;48,854
1775;Paris;Weekdays;225,56;Private room;False;True;2;True;1;0;10;96;1;2,09;0,29;2,381;48,854
1776;Paris;Weekdays;171,03;Entire home/apt;False;False;2;False;0;0;9;93;0;2,11;0,4;2,37777;48,84727
1777;Paris;Weekdays;278,45;Entire home/apt;False;False;6;False;1;0;8;90;3;4,82;0,76;2,41358;48,84025
1778;Paris;Weekdays;278,22;Private room;False;True;2;True;0;0;10;98;1;2,5;0,18;2,38254;48,86756
1779;Paris;Weekdays;143,77;Private room;False;True;2;True;0;0;9;95;1;3,37;0,29;2,3987;48,85611
1780;Paris;Weekdays;146,57;Private room;False;True;2;False;1;0;10;96;1;3,64;0,28;2,39286;48,83737
1781;Paris;Weekdays;205,05;Private room;False;True;2;True;1;0;10;96;1;2,95;0,32;2,37557;48,83477
1782;Paris;Weekdays;226,72;Private room;False;True;2;True;0;0;10;97;1;1,81;0,21;2,37726;48,85816
1783;Paris;Weekdays;264,94;Entire home/apt;False;False;2;True;0;0;10;100;0;3,08;0,22;2,39344;48,8496
1784;Paris;Weekdays;347,66;Entire home/apt;False;False;5;False;0;0;10;98;2;4,4;0,12;2,37778;48,89257
1785;Paris;Weekdays;135,15;Private room;False;True;2;False;0;0;10;97;1;4,38;0,48;2,40735;48,8407
1786;Paris;Weekdays;345,09;Entire home/apt;False;False;2;False;0;0;9;88;0;2,23;0,12;2,38313;48,85525
1787;Paris;Weekdays;266,57;Entire home/apt;False;False;2;False;0;0;10;100;1;1,84;0,29;2,37741;48,8598
1788;Paris;Weekdays;240,94;Entire home/apt;False;False;2;True;0;0;10;96;1;2,91;0,12;2,39189;48,85217
1789;Paris;Weekdays;309,67;Private room;False;True;2;False;1;0;9;92;1;2,37;0,24;2,36097;48,83591
1790;Paris;Weekdays;456,71;Entire home/apt;False;False;2;False;0;0;9;91;1;1,63;0,23;2,37014;48,86569
1791;Paris;Weekdays;229,52;Entire home/apt;False;False;6;False;0;0;10;95;1;4,48;0,19;2,40271;48,83346
1792;Paris;Weekdays;122,1;Private room;False;True;2;False;0;0;9;90;1;4,9;0,69;2,37433;48,89832
1793;Paris;Weekdays;187,58;Private room;False;True;2;False;0;0;9;85;1;3,5;0,23;2,399;48,849
1794;Paris;Weekdays;368,63;Entire home/apt;False;False;3;False;0;0;9;85;1;2,38;0,17;2,38273;48,86474
1795;Paris;Weekdays;174,99;Private room;False;True;2;False;1;0;10;95;1;4,6;0,06;2,40626;48,83503
1796;Paris;Weekdays;242,57;Entire home/apt;False;False;2;False;0;0;9;96;1;1,63;0,3;2,36795;48,8672
1797;Paris;Weekdays;417,09;Entire home/apt;False;False;2;False;0;0;9;95;1;1,55;0,29;2,37393;48,85656
1798;Paris;Weekdays;712,55;Entire home/apt;False;False;6;False;0;1;9;84;2;2,23;0,19;2,3829;48,85384
1799;Paris;Weekdays;347,66;Private room;False;True;2;False;0;0;8;100;1;1,4;0,06;2,37109;48,85989
1800;Paris;Weekdays;516,82;Entire home/apt;False;False;4;False;0;0;9;88;2;2,53;0,21;2,35574;48,83385
1801;Paris;Weekdays;156,58;Private room;False;True;2;False;0;0;9;95;1;2,47;0,18;2,38511;48,86286
1802;Paris;Weekdays;243,27;Entire home/apt;False;False;2;False;0;0;10;98;1;4,89;0,2;2,38157;48,89628
1803;Paris;Weekdays;169,63;Private room;False;True;4;False;0;0;10;94;2;5,06;0,49;2,37937;48,89854
1804;Paris;Weekdays;289,64;Entire home/apt;False;False;4;False;1;0;10;100;1;2,09;0,19;2,38128;48,85627
1805;Paris;Weekdays;243,27;Entire home/apt;False;False;4;True;0;0;10;95;2;3,49;0,15;2,391;48,83785
1806;Paris;Weekdays;240,7;Entire home/apt;False;False;2;False;0;0;9;84;0;1,67;0,23;2,37078;48,86569
1807;Paris;Weekdays;527,08;Entire home/apt;False;False;4;False;0;1;8;88;2;2,89;0,29;2,39;48,848
1808;Paris;Weekdays;378,88;Entire home/apt;False;False;4;False;0;1;9;93;1;2,19;0,2;2,381;48,863
1809;Paris;Weekdays;199,23;Entire home/apt;False;False;2;False;0;0;9;90;0;2,47;0,26;2,38578;48,86101
1810;Paris;Weekdays;272,16;Entire home/apt;False;False;2;False;0;0;10;96;0;3,98;0,07;2,40172;48,84112
1811;Paris;Weekdays;521,48;Entire home/apt;False;False;6;False;0;0;10;97;3;2,45;0,07;2,38333;48,86551
1812;Paris;Weekdays;359,07;Entire home/apt;False;False;4;False;0;0;10;100;1;1,96;0,32;2,37849;48,86115
1813;Paris;Weekdays;291,97;Entire home/apt;False;False;2;False;0;0;8;80;0;2,21;0,09;2,38058;48,86417
1814;Paris;Weekdays;312,47;Private room;False;True;2;True;1;0;10;94;1;2,15;0,17;2,3785;48,86588
1815;Paris;Weekdays;348,59;Private room;False;True;2;True;1;0;10;97;1;2,17;0,18;2,37868;48,86598
1816;Paris;Weekdays;194,33;Private room;False;True;2;False;1;0;10;93;1;2,93;0,23;2,39255;48,85431
1817;Paris;Weekdays;243,27;Private room;False;True;2;False;0;0;9;86;1;2,1;0,11;2,38132;48,8574
1818;Paris;Weekdays;319,69;Private room;False;True;4;True;1;0;8;93;2;2,6;0,03;2,37257;48,83718
1819;Paris;Weekdays;257,71;Entire home/apt;False;False;4;False;0;0;6;82;1;2,68;0,13;2,38887;48,85272
1820;Paris;Weekdays;340,9;Entire home/apt;False;False;4;False;0;0;9;82;1;2,56;0,43;2,38222;48,84429
